patch_index,row,col,split,valid_pixels,change_pixels,no_change_pixels,builtup_pixels,veg_loss_pixels,veg_gain_pixels,other_pixels,change_fraction,builtup_fraction,mean_uncertainty_all,mean_uncertainty_change,mean_uncertainty_nochange,centroid_x,centroid_y
147,1280,5632,train,65536,8646,56890,4411,56,4130,49,0.131927490234375,0.0673065185546875,0.02053842321038246,0.05223188176751137,0.015721729025244713,77.26742135367128,28.824242521543084
148,1280,5888,train,65536,9457,56079,4677,104,4648,28,0.1443023681640625,0.0713653564453125,0.022980231791734695,0.06711370497941971,0.015537689439952374,77.29041822494474,28.824242521543084
149,1280,6144,train,65536,10532,55004,5358,21,5118,35,0.16070556640625,0.081756591796875,0.032541319727897644,0.0904947817325592,0.021444564685225487,77.31341509621821,28.824242521543084
150,1536,0,train,65536,9816,55720,4428,1392,3831,165,0.1497802734375,0.06756591796875,0.041373588144779205,0.10974226891994476,0.029329316690564156,76.76149018565516,28.801245650269625
151,1536,256,train,65536,7571,57965,3526,92,3650,303,0.1155242919921875,0.053802490234375,0.02004537172615528,0.06270045042037964,0.0144740529358387,76.78448705692863,28.801245650269625
152,1536,512,train,65536,8182,57354,4022,84,3972,104,0.124847412109375,0.061370849609375,0.030453285202383995,0.08777129650115967,0.02227642387151718,76.80748392820209,28.801245650269625
153,1536,768,train,65536,10374,55162,5530,13,4827,4,0.158294677734375,0.084381103515625,0.0361596941947937,0.11137025058269501,0.022015277296304703,76.83048079947555,28.801245650269625
154,1536,1024,train,65536,10519,55017,5215,206,5068,30,0.1605072021484375,0.0795745849609375,0.033499106764793396,0.08589320629835129,0.023481594398617744,76.853477670749,28.801245650269625
155,1536,1280,train,65536,9448,56088,5666,160,3514,108,0.1441650390625,0.086456298828125,0.02897372655570507,0.08836193382740021,0.018969805911183357,76.87647454202246,28.801245650269625
156,1536,1536,train,65536,8778,56758,4583,206,3880,109,0.133941650390625,0.0699310302734375,0.022770559415221214,0.06414306908845901,0.01637202687561512,76.89947141329593,28.801245650269625
157,1536,1792,train,65536,9687,55849,5321,259,3990,117,0.1478118896484375,0.0811920166015625,0.03641119226813316,0.09410476684570312,0.026404250413179398,76.92246828456939,28.801245650269625
158,1536,2048,train,65536,9121,56415,5067,80,3844,130,0.1391754150390625,0.0773162841796875,0.036136675626039505,0.053601596504449844,0.033313002437353134,76.94546515584284,28.801245650269625
159,1536,2304,train,65536,8918,56618,4768,59,3938,153,0.136077880859375,0.07275390625,0.020548168569803238,0.061688728630542755,0.014068047516047955,76.9684620271163,28.801245650269625
160,1536,2560,train,65536,10303,55233,4668,6,5611,18,0.1572113037109375,0.07122802734375,0.0270402655005455,0.06530322134494781,0.019902804866433144,76.99145889838977,28.801245650269625
161,1536,2816,train,65536,9036,56500,3983,20,5029,4,0.13787841796875,0.0607757568359375,0.02884647622704506,0.08064372092485428,0.020562583580613136,77.01445576966323,28.801245650269625
162,1536,3072,train,65536,6361,59175,3069,188,2344,760,0.0970611572265625,0.0468292236328125,0.026703989133238792,0.0833853930234909,0.02061103656888008,77.03745264093668,28.801245650269625
163,1536,3328,train,65536,8602,56934,4360,452,2282,1508,0.131256103515625,0.0665283203125,0.033753663301467896,0.08275547623634338,0.0263501163572073,77.06044951221014,28.801245650269625
164,1536,3584,train,65536,9180,56356,5464,230,2635,851,0.14007568359375,0.0833740234375,0.03188642859458923,0.09512537717819214,0.021585244685411453,77.0834463834836,28.801245650269625
165,1536,3840,train,65536,8914,56622,5029,106,3598,181,0.136016845703125,0.0767364501953125,0.030007820576429367,0.07431836426258087,0.023032015189528465,77.10644325475707,28.801245650269625
166,1536,4096,train,65536,7777,57759,4144,492,2509,632,0.1186676025390625,0.063232421875,0.02850406989455223,0.08366990089416504,0.021076230332255363,77.12944012603053,28.801245650269625
167,1536,4352,train,65536,8750,56786,5206,320,2700,524,0.133514404296875,0.079437255859375,0.030503040179610252,0.08721841871738434,0.02176392450928688,77.15243699730398,28.801245650269625
168,1536,4608,train,65536,9932,55604,5868,72,3859,133,0.15155029296875,0.08953857421875,0.024680623784661293,0.06916454434394836,0.0167348925024271,77.17543386857744,28.801245650269625
169,1536,4864,train,65536,11478,54058,7422,147,3866,43,0.175140380859375,0.113250732421875,0.038742534816265106,0.09525281190872192,0.026743846014142036,77.1984307398509,28.801245650269625
170,1536,5120,train,65536,9277,56259,5266,11,3976,24,0.1415557861328125,0.080352783203125,0.022144073620438576,0.060542210936546326,0.01581229828298092,77.22142761112437,28.801245650269625
171,1536,5376,train,65536,8404,57132,4746,23,3574,61,0.12823486328125,0.072418212890625,0.017765235155820847,0.05274656042456627,0.012619555927813053,77.24442448239782,28.801245650269625
172,1536,5632,train,65536,10271,55265,3297,45,6814,115,0.1567230224609375,0.0503082275390625,0.03521211817860603,0.079619400203228,0.026959024369716644,77.26742135367128,28.801245650269625
173,1536,5888,train,65536,8930,56606,4532,53,4279,66,0.136260986328125,0.06915283203125,0.02644754946231842,0.06704773008823395,0.020042579621076584,77.29041822494474,28.801245650269625
174,1536,6144,train,65536,8444,57092,4289,9,4130,16,0.12884521484375,0.0654449462890625,0.02429131045937538,0.0719827339053154,0.017237672582268715,77.31341509621821,28.801245650269625
175,1792,0,train,65536,9803,55733,5010,882,3322,589,0.1495819091796875,0.076446533203125,0.04280174896121025,0.11507244408130646,0.03008989803493023,76.76149018565516,28.778248778996165
176,1792,256,train,65536,10194,55342,5945,780,3150,319,0.155548095703125,0.0907135009765625,0.03332555666565895,0.08198001980781555,0.024363402277231216,76.78448705692863,28.778248778996165
177,1792,512,train,65536,9767,55769,5030,271,4412,54,0.1490325927734375,0.076751708984375,0.03367514908313751,0.08637862652540207,0.024445023387670517,76.80748392820209,28.778248778996165
178,1792,768,train,65536,9903,55633,4963,54,4835,51,0.1511077880859375,0.0757293701171875,0.035462409257888794,0.08857043087482452,0.02600886858999729,76.83048079947555,28.778248778996165
179,1792,1024,train,65536,8600,56936,3824,334,4357,85,0.1312255859375,0.058349609375,0.03388889878988266,0.09329168498516083,0.024916300550103188,76.853477670749,28.778248778996165
180,1792,1280,train,65536,9937,55599,4809,44,5067,17,0.1516265869140625,0.0733795166015625,0.031483523547649384,0.07911401987075806,0.022970696911215782,76.87647454202246,28.778248778996165
181,1792,1536,train,65536,9783,55753,5653,227,3796,107,0.1492767333984375,0.0862579345703125,0.03915134072303772,0.10896802693605423,0.026900580152869225,76.89947141329593,28.778248778996165
182,1792,1792,train,65536,9107,56429,4866,71,4161,9,0.1389617919921875,0.074249267578125,0.02406991273164749,0.065453439950943,0.017391085624694824,76.92246828456939,28.778248778996165
183,1792,2048,train,65536,10127,55409,5355,186,4479,107,0.1545257568359375,0.0817108154296875,0.027635276317596436,0.070443294942379,0.01981133408844471,76.94546515584284,28.778248778996165
184,1792,2304,train,65536,10505,55031,5134,9,5330,32,0.1602935791015625,0.078338623046875,0.02599443681538105,0.06725288927555084,0.018118510022759438,76.9684620271163,28.778248778996165
185,1792,2560,train,65536,8853,56683,3875,12,4847,119,0.1350860595703125,0.0591278076171875,0.023200735449790955,0.06576956808567047,0.01655215211212635,76.99145889838977,28.778248778996165
186,1792,2816,train,65536,11070,54466,6263,6,4797,4,0.168914794921875,0.0955657958984375,0.037420254200696945,0.08891105651855469,0.026954948902130127,77.01445576966323,28.778248778996165
187,1792,3072,train,65536,8603,56933,4760,60,3531,252,0.1312713623046875,0.0726318359375,0.02299240417778492,0.06883509457111359,0.016065232455730438,77.03745264093668,28.778248778996165
188,1792,3328,train,65536,8224,57312,3837,410,2792,1185,0.12548828125,0.0585479736328125,0.03294859081506729,0.09823865443468094,0.02357977256178856,77.06044951221014,28.778248778996165
189,1792,3584,train,65536,7643,57893,3965,212,3117,349,0.1166229248046875,0.0605010986328125,0.03401167690753937,0.10345956683158875,0.024843204766511917,77.0834463834836,28.778248778996165
190,1792,3840,train,65536,8355,57181,4343,164,3625,223,0.1274871826171875,0.0662689208984375,0.024504942819476128,0.0706310048699379,0.017765231430530548,77.10644325475707,28.778248778996165
191,1792,4096,train,65536,8220,57316,4855,648,2095,622,0.12542724609375,0.0740814208984375,0.03080984577536583,0.07412437349557877,0.02459787018597126,77.12944012603053,28.778248778996165
192,1792,4352,train,65536,8728,56808,5010,259,3087,372,0.1331787109375,0.076446533203125,0.03186650946736336,0.07499620318412781,0.02524005062878132,77.15243699730398,28.778248778996165
193,1792,4608,train,65536,9528,56008,5005,571,2824,1128,0.1453857421875,0.0763702392578125,0.030466817319393158,0.06514769792556763,0.024566959589719772,77.17543386857744,28.778248778996165
194,1792,4864,train,65536,10043,55493,6370,144,3439,90,0.1532440185546875,0.097198486328125,0.027312178164720535,0.08109624683856964,0.017578454688191414,77.1984307398509,28.778248778996165
195,1792,5120,train,65536,14119,51417,7835,0,6284,0,0.2154388427734375,0.1195526123046875,0.04318965598940849,0.10443111509084702,0.0263728778809309,77.22142761112437,28.778248778996165
196,1792,5376,train,65536,9509,56027,5706,444,3147,212,0.1450958251953125,0.087066650390625,0.03066558763384819,0.06644701957702637,0.024592703208327293,77.24442448239782,28.778248778996165
197,1792,5632,train,65536,8827,56709,3847,1278,1540,2162,0.1346893310546875,0.0587005615234375,0.047920577228069305,0.12745970487594604,0.03553996980190277,77.26742135367128,28.778248778996165
198,1792,5888,train,65536,8478,57058,4385,655,2532,906,0.129364013671875,0.0669097900390625,0.032983992248773575,0.09233007580041885,0.024166017770767212,77.29041822494474,28.778248778996165
199,1792,6144,train,65536,9215,56321,5046,75,3996,98,0.1406097412109375,0.076995849609375,0.026380855590105057,0.08091443032026291,0.01745830662548542,77.31341509621821,28.778248778996165
200,2048,0,train,65536,10715,54821,6010,124,4561,20,0.1634979248046875,0.091705322265625,0.03849104419350624,0.09202751517295837,0.028027115389704704,76.76149018565516,28.755251907722705
201,2048,256,train,65536,9791,55745,4868,245,4619,59,0.1493988037109375,0.07427978515625,0.035528093576431274,0.09841613471508026,0.024482496082782745,76.78448705692863,28.755251907722705
202,2048,512,train,65536,9832,55704,5760,104,3941,27,0.1500244140625,0.087890625,0.02984832227230072,0.079515241086483,0.021081890910863876,76.80748392820209,28.755251907722705
203,2048,768,train,65536,8446,57090,5025,197,3145,79,0.128875732421875,0.0766754150390625,0.02809954434633255,0.08289889991283417,0.01999242790043354,76.83048079947555,28.755251907722705
204,2048,1024,train,65536,10146,55390,5469,32,4622,23,0.154815673828125,0.0834503173828125,0.03007255680859089,0.07961484789848328,0.020997704938054085,76.853477670749,28.755251907722705
205,2048,1280,train,65536,9813,55723,4715,256,4805,37,0.1497344970703125,0.0719451904296875,0.0421728789806366,0.0967433825135231,0.03256283327937126,76.87647454202246,28.755251907722705
206,2048,1536,train,65536,10249,55287,5292,338,4559,60,0.1563873291015625,0.08074951171875,0.03248370438814163,0.07936769723892212,0.023792440071702003,76.89947141329593,28.755251907722705
207,2048,1792,train,65536,9772,55764,4982,358,4365,67,0.14910888671875,0.076019287109375,0.03831309452652931,0.09954413026571274,0.027583060786128044,76.92246828456939,28.755251907722705
208,2048,2048,train,65536,10283,55253,5565,117,4463,138,0.1569061279296875,0.0849151611328125,0.026917656883597374,0.07139559090137482,0.018639979884028435,76.94546515584284,28.755251907722705
209,2048,2304,train,65536,10435,55101,5162,66,5156,51,0.1592254638671875,0.078765869140625,0.022851120680570602,0.055916521698236465,0.01658921130001545,76.9684620271163,28.755251907722705
210,2048,2560,train,65536,9690,55846,5135,186,4120,249,0.147857666015625,0.0783538818359375,0.024127386510372162,0.07056786864995956,0.01606936566531658,76.99145889838977,28.755251907722705
211,2048,2816,train,65475,10241,55234,5578,59,4536,68,0.15641084383352424,0.08519282168766705,0.039652373641729355,0.0851525366306305,0.031216133385896683,77.01445576966323,28.755251907722705
212,2048,3072,train,65536,9804,55732,5336,26,4419,23,0.14959716796875,0.0814208984375,0.03679189831018448,0.09791538864374161,0.02603946439921856,77.03745264093668,28.755251907722705
213,2048,3328,train,65536,8135,57401,3913,367,3118,737,0.1241302490234375,0.0597076416015625,0.03542034700512886,0.0958312377333641,0.02685878425836563,77.06044951221014,28.755251907722705
214,2048,3584,train,65536,8813,56723,4325,745,2327,1416,0.1344757080078125,0.0659942626953125,0.036877043545246124,0.0958254411816597,0.027718286961317062,77.0834463834836,28.755251907722705
215,2048,3840,train,65536,7940,57596,3517,1324,1460,1639,0.12115478515625,0.0536651611328125,0.038011081516742706,0.10577242821455002,0.02866971865296364,77.10644325475707,28.755251907722705
216,2048,4096,train,65536,7724,57812,3794,695,1967,1268,0.11785888671875,0.057891845703125,0.030251111835241318,0.09230960160493851,0.021959757432341576,77.12944012603053,28.755251907722705
217,2048,4352,train,65536,8668,56868,4053,1033,1126,2456,0.13226318359375,0.0618438720703125,0.034978825598955154,0.09129051119089127,0.02639561891555786,77.15243699730398,28.755251907722705
218,2048,4608,train,65536,8978,56558,4847,952,1611,1568,0.136993408203125,0.0739593505859375,0.03717298060655594,0.09276150166988373,0.028348878026008606,77.17543386857744,28.755251907722705
219,2048,4864,train,65536,8839,56697,4460,853,1949,1577,0.1348724365234375,0.06805419921875,0.03350245580077171,0.08341402560472488,0.025721296668052673,77.1984307398509,28.755251907722705
220,2048,5120,train,65536,11584,53952,7405,1081,2988,110,0.1767578125,0.1129913330078125,0.051163554191589355,0.09928678721189499,0.04083104804158211,77.22142761112437,28.755251907722705
221,2048,5376,train,65536,9754,55782,6509,701,1890,654,0.148834228515625,0.0993194580078125,0.031809985637664795,0.07667122036218643,0.023965580388903618,77.24442448239782,28.755251907722705
222,2048,5632,train,65536,8070,57466,4116,888,1583,1483,0.123138427734375,0.06280517578125,0.032770540565252304,0.0862642452120781,0.025258377194404602,77.26742135367128,28.755251907722705
223,2048,5888,train,65536,7874,57662,3718,816,1273,2067,0.120147705078125,0.056732177734375,0.03551440313458443,0.09253154695034027,0.02772846259176731,77.29041822494474,28.755251907722705
224,2048,6144,train,65536,7666,57870,3923,452,2449,842,0.116973876953125,0.0598602294921875,0.02979782037436962,0.08595678210258484,0.02235848270356655,77.31341509621821,28.755251907722705
225,2304,0,train,65536,10568,54968,4269,147,6060,92,0.1612548828125,0.0651397705078125,0.030297664925456047,0.08568869531154633,0.01964833214879036,76.76149018565516,28.732255036449246
226,2304,256,train,65536,9764,55772,4619,92,4991,62,0.14898681640625,0.0704803466796875,0.034502916038036346,0.09163682162761688,0.024500487372279167,76.78448705692863,28.732255036449246
227,2304,512,train,65536,8436,57100,3605,98,4612,121,0.12872314453125,0.0550079345703125,0.025061551481485367,0.0760306641459465,0.01753133162856102,76.80748392820209,28.732255036449246
228,2304,768,train,65536,9883,55653,5794,265,3688,136,0.1508026123046875,0.088409423828125,0.03945674002170563,0.09869648516178131,0.028936801478266716,76.83048079947555,28.732255036449246
229,2304,1024,train,65536,9840,55696,5851,175,3713,101,0.150146484375,0.0892791748046875,0.034838829189538956,0.08671218156814575,0.025674188509583473,76.853477670749,28.732255036449246
230,2304,1280,train,65536,9466,56070,4906,244,4212,104,0.144439697265625,0.074859619140625,0.0362112931907177,0.08480377495288849,0.02800768055021763,76.87647454202246,28.732255036449246
231,2304,1536,train,65536,8932,56604,4620,490,3640,182,0.13629150390625,0.07049560546875,0.02972574718296528,0.08771110326051712,0.02057577110826969,76.89947141329593,28.732255036449246
232,2304,1792,train,65536,9293,56243,4641,1224,3226,202,0.1417999267578125,0.0708160400390625,0.03489511087536812,0.09741712361574173,0.024564633145928383,76.92246828456939,28.732255036449246
233,2304,2048,train,65536,8221,57315,4655,733,2524,309,0.1254425048828125,0.0710296630859375,0.0281674824655056,0.08122383058071136,0.020557329058647156,76.94546515584284,28.732255036449246
234,2304,2304,train,65536,10413,55123,4555,108,5731,19,0.1588897705078125,0.0695037841796875,0.028682727366685867,0.07181171327829361,0.020535454154014587,76.9684620271163,28.732255036449246
235,2304,2560,train,58613,7380,51233,2693,442,4160,85,0.12591063415965742,0.045945438725197484,0.02636066824197769,0.08976161479949951,0.017227904871106148,76.99145889838977,28.732255036449246
236,2304,2816,train,59219,8455,50764,4697,141,3508,109,0.14277512284908558,0.0793157601445482,0.026998350396752357,0.0782751739025116,0.018457934260368347,77.01445576966323,28.732255036449246
237,2304,3072,train,65536,9006,56530,4902,496,3270,338,0.137420654296875,0.074798583984375,0.03652296960353851,0.08899809420108795,0.028162969276309013,77.03745264093668,28.732255036449246
238,2304,3328,train,65536,9123,56413,4641,1240,1690,1552,0.1392059326171875,0.0708160400390625,0.039252739399671555,0.10742374509572983,0.028228256851434708,77.06044951221014,28.732255036449246
239,2304,3584,train,65536,8468,57068,4093,1129,1493,1753,0.12921142578125,0.0624542236328125,0.042924828827381134,0.09715603291988373,0.03487776219844818,77.0834463834836,28.732255036449246
